facility_id,facility_name,state,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_HF,MORT_30_PN,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_5_A_P,H_COMP_6_Y_P,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_RECMND_DY,READM_30_AMI,READM_30_HF,READM_30_PN,composite_satisfaction_score,performance_tier,satisfaction_tier,IMM_3,OP_18a,OP_18b,OP_22,OP_23,avg_er_wait_minutes,er_inefficiency_flag,median_income,poverty_rate,unemployment_rate,pct_uninsured,pct_college_educated,log_median_income,pop_density_proxy,deprivation_index,pct_metro,pct_rural,avg_rucc_score,gnrl_fac_type_cd,cbsa_cd,bed_count,bed_size_category,log_bed_count,is_large_hospital,high_poverty_area,log_er_wait,rating_squared,state_avg_satisfaction,hospital_type_enc,hospital_ownership_enc,emergency_services_enc
050257,"GOOD SAMARITAN HOSPITAL, LP",CA,Acute Care Hospitals,Proprietary,No,3.0,3.5,12.1,11.5,17.1,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.2,72.88,Average,Medium,64.0,,,,,,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,12540,64.0,Medium (50-150),4.174387269895637,0,0,,9.0,69.53616402116401,2,6,0
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),CA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5.0,3.5,11.5,11.9,15.6,73.0,76.0,80.0,63.0,88.0,71.0,48.0,72.0,13.2,20.2,15.5,71.38,High Performer,Medium,,,,,,,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,,23420,275.0,Large (150-300),5.62040086571715,0,0,,25.0,69.53616402116401,1,8,1
050261,SIERRA VIEW MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.4,12.0,13.0,21.3,68.0,76.0,75.0,58.0,86.0,58.0,44.0,52.0,13.6,20.4,16.0,64.62,Average,Medium,81.0,177.0,176.0,1.0,,176.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,47300,120.0,Medium (50-150),4.795790545596741,0,0,5.176149732573829,9.0,69.53616402116401,2,11,1
050262,RONALD REAGAN UCLA MEDICAL CENTER,CA,Acute Care Hospitals,Government - State,Yes,4.0,3.5,9.9,8.7,11.2,73.0,77.0,78.0,58.0,86.0,74.0,46.0,78.0,12.5,18.1,15.7,71.25,High Performer,Medium,36.0,325.0,312.0,5.0,,312.0,1,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,445.0,Very Large (300-500),6.100318952020064,1,0,5.746203190540153,16.0,69.53616402116401,2,4,1
050272,REDLANDS COMMUNITY HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.5,12.1,9.9,14.9,72.0,76.0,75.0,58.0,85.0,73.0,48.0,75.0,13.6,18.6,16.2,70.25,Low Performer,Medium,77.0,228.0,222.0,1.0,83.0,222.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,229.0,Large (150-300),5.438079308923196,0,0,5.407171771460119,4.0,69.53616402116401,2,11,1
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,Acute Care Hospitals,Government - Local,Yes,4.0,3.5,12.1,9.3,17.3,78.0,76.0,79.0,63.0,85.0,75.0,48.0,73.0,13.6,20.2,14.5,72.12,High Performer,Medium,64.0,180.0,175.0,4.0,,175.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,36084,164.0,Large (150-300),5.10594547390058,0,0,5.170483995038151,16.0,69.53616402116401,2,3,1
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,3.8,12.1,8.6,14.0,75.0,78.0,79.0,60.0,87.0,76.0,51.0,78.0,13.6,20.9,17.3,73.0,High Performer,Medium,56.0,151.0,149.0,1.0,,149.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,257.0,Large (150-300),5.552959584921617,0,0,5.0106352940962555,16.0,69.53616402116401,2,9,1
050279,HI-DESERT MEDICAL CENTER,CA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2.0,3.5,12.1,12.5,19.3,73.0,72.0,71.0,52.0,83.0,50.0,53.0,50.0,13.6,19.8,16.1,63.0,Low Performer,Medium,48.0,158.0,155.0,1.0,95.0,155.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,59.0,Medium (50-150),4.0943445622221,0,0,5.049856007249537,4.0,69.53616402116401,2,2,1
05027F,VA LONG BEACH HEALTHCARE SYSTEM,CA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4.0,3.6,11.2,6.3,9.0,69.0,76.0,81.0,65.0,86.0,68.0,44.0,72.0,15.5,20.0,18.1,70.12,High Performer,Medium,,,,,,,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,,31084,1544.0,Major (500+),7.3427791893318455,1,0,,16.0,69.53616402116401,1,8,1
050280,MERCY MEDICAL CENTER REDDING,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.4,12.8,12.6,16.1,65.0,77.0,77.0,60.0,88.0,66.0,35.0,71.0,13.1,19.1,15.7,67.38,Low Performer,Medium,78.0,188.0,187.0,1.0,82.0,187.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,39820,267.0,Large (150-300),5.5909869805108565,0,0,5.236441962829949,4.0,69.53616402116401,2,11,1
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,Acute Care Hospitals,Proprietary,No,4.0,3.5,12.1,11.1,12.8,79.0,76.0,75.0,61.0,84.0,72.0,50.0,67.0,13.6,20.1,16.6,70.5,High Performer,Medium,65.0,143.0,142.0,1.0,,142.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,144.0,Medium (50-150),4.976733742420574,0,0,4.962844630259907,16.0,69.53616402116401,2,6,0
050283,STANFORD HEALTH CARE TRI-VALLEY,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,4.8,11.2,10.9,11.8,64.0,77.0,79.0,58.0,88.0,69.0,41.0,74.0,12.4,17.9,16.0,68.75,High Performer,Medium,87.0,213.0,211.0,4.0,89.0,211.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,36084,175.0,Large (150-300),5.170483995038151,0,0,5.356586274672012,25.0,69.53616402116401,2,11,1
050289,AHMC SETON MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1.0,3.5,13.0,12.1,19.8,60.0,77.0,78.0,60.0,84.0,57.0,45.0,56.0,13.8,20.6,16.2,64.62,Low Performer,Medium,41.0,195.0,192.0,2.0,,192.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,41884,191.0,Large (150-300),5.2574953720277815,0,0,5.262690188904886,1.0,69.53616402116401,2,9,1
050290,SAINT JOHN'S HEALTH CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,1.4,11.6,8.0,12.4,75.0,73.0,77.0,57.0,80.0,72.0,60.0,74.0,13.6,19.6,16.5,71.0,High Performer,Medium,59.0,189.0,184.0,2.0,69.0,184.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,317.0,Very Large (300-500),5.762051382780177,1,0,5.220355825078325,16.0,69.53616402116401,2,11,1
050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5.0,2.3,11.4,10.4,14.4,69.0,79.0,76.0,57.0,89.0,76.0,55.0,80.0,12.5,19.2,15.8,72.62,High Performer,Medium,73.0,230.0,224.0,2.0,82.0,224.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,42220,170.0,Large (150-300),5.14166355650266,0,0,5.41610040220442,25.0,69.53616402116401,2,10,1
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,Acute Care Hospitals,Government - Local,Yes,3.0,3.5,12.1,10.7,14.5,61.0,72.0,73.0,56.0,86.0,64.0,43.0,62.0,13.6,22.1,15.6,64.62,Average,Medium,74.0,258.0,245.0,0.0,93.0,245.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,439.0,Very Large (300-500),6.0867747269123065,1,0,5.5053315359323625,9.0,69.53616402116401,2,3,1
050295,MERCY HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,11.2,12.7,17.0,66.0,76.0,70.0,61.0,82.0,64.0,43.0,65.0,13.6,20.1,16.1,65.88,Average,Medium,61.0,194.0,190.0,1.0,85.0,190.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,12540,211.0,Large (150-300),5.356586274672012,0,0,5.25227342804663,9.0,69.53616402116401,2,10,1
050298,BARSTOW COMMUNITY HOSPITAL,CA,Acute Care Hospitals,Proprietary,Yes,1.0,3.5,12.1,12.5,18.9,78.0,80.0,76.0,62.0,89.0,70.0,64.0,65.0,13.6,19.1,16.0,73.0,Low Performer,Medium,69.0,178.0,170.0,4.0,,170.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,56.0,Medium (50-150),4.04305126783455,0,0,5.14166355650266,1.0,69.53616402116401,2,6,1
050300,PROVIDENCE ST MARY MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.5,11.0,11.0,15.3,62.0,68.0,68.0,53.0,81.0,54.0,35.0,53.0,13.1,20.6,16.8,59.25,Low Performer,Low,42.0,228.0,228.0,1.0,94.0,228.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,212.0,Large (150-300),5.3612921657094255,0,0,5.43372200355424,4.0,69.53616402116401,2,11,1
050301,ADVENTIST HEALTH UKIAH VALLEY,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,12.1,9.4,15.1,72.0,77.0,79.0,61.0,88.0,64.0,33.0,65.0,13.6,19.9,15.8,67.38,High Performer,Medium,86.0,148.0,148.0,2.0,,148.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,99905,127.0,Medium (50-150),4.852030263919617,0,0,5.003946305945459,16.0,69.53616402116401,2,11,1
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.7,11.1,8.3,14.0,64.0,70.0,74.0,50.0,83.0,57.0,46.0,63.0,13.6,16.7,15.9,63.38,High Performer,Medium,85.0,213.0,208.0,2.0,,208.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,36084,555.0,Major (500+),6.320768294250582,1,0,5.342334251964811,16.0,69.53616402116401,2,11,1
050308,EL CAMINO HEALTH,CA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4.0,4.9,11.7,9.4,13.6,76.0,79.0,81.0,63.0,86.0,76.0,48.0,80.0,14.4,18.5,17.3,73.62,High Performer,Medium,78.0,163.0,159.0,0.0,82.0,159.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,41940,471.0,Very Large (300-500),6.156978985585555,1,0,5.075173815233827,16.0,69.53616402116401,2,2,1
050309,SUTTER ROSEVILLE MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,6.8,11.7,10.0,13.8,75.0,80.0,78.0,64.0,89.0,78.0,52.0,80.0,12.0,18.5,15.3,74.5,High Performer,Medium,60.0,236.0,232.0,1.0,,232.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40900,328.0,Very Large (300-500),5.796057750765372,1,0,5.4510384535657,25.0,69.53616402116401,2,11,1
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,CA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4.0,3.5,12.0,8.9,14.0,74.0,75.0,80.0,64.0,86.0,73.0,57.0,72.0,13.6,19.1,16.9,72.62,High Performer,Medium,,,,,,,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,,36084,498.0,Very Large (300-500),6.212606095751519,1,0,,16.0,69.53616402116401,1,8,1
050313,SUTTER TRACY COMMUNITY HOSPITAL,CA,Acute Care Hospitals,Proprietary,Yes,4.0,3.9,12.1,11.5,14.2,76.0,74.0,78.0,60.0,86.0,69.0,49.0,69.0,13.6,16.9,14.7,70.12,High Performer,Medium,71.0,166.0,162.0,1.0,90.0,162.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,44700,82.0,Medium (50-150),4.418840607796598,0,0,5.093750200806762,16.0,69.53616402116401,2,6,1
050315,KERN MEDICAL CENTER,CA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1.0,3.5,12.1,12.7,16.7,66.0,66.0,69.0,52.0,86.0,61.0,32.0,57.0,13.6,19.9,15.8,61.12,Low Performer,Medium,66.0,310.0,293.0,11.0,,293.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,12540,222.0,Large (150-300),5.407171771460119,0,0,5.683579767338681,1.0,69.53616402116401,2,2,1
05031F,PALO ALTO VA MEDICAL CENTER,CA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5.0,3.2,11.0,8.8,11.0,78.0,84.0,85.0,76.0,89.0,80.0,55.0,83.0,14.3,17.8,15.9,78.75,High Performer,High,,,,,,,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,,41940,2046.0,Major (500+),7.624130585661289,1,0,,25.0,69.53616402116401,1,8,1
050320,HIGHLAND HOSPITAL,CA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1.0,3.5,12.8,12.3,13.5,68.0,70.0,76.0,54.0,83.0,67.0,50.0,68.0,14.8,19.5,17.1,67.0,Low Performer,Medium,79.0,186.0,182.0,6.0,38.0,182.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,36084,613.0,Major (500+),6.419994928147142,1,0,5.209486152841421,1.0,69.53616402116401,2,2,1
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,Acute Care Hospitals,Physician,Yes,5.0,3.2,9.6,8.2,12.3,74.0,82.0,82.0,63.0,88.0,80.0,59.0,83.0,13.1,18.4,14.9,76.38,High Performer,High,84.0,181.0,180.0,1.0,,180.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,41740,332.0,Very Large (300-500),5.808142489980444,1,0,5.198497031265826,25.0,69.53616402116401,2,5,1
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.7,10.2,16.1,74.0,77.0,77.0,57.0,86.0,77.0,54.0,78.0,12.6,20.0,15.6,72.5,High Performer,Medium,47.0,456.0,464.0,6.0,,464.0,1,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,533.0,Major (500+),6.280395838960195,1,0,6.142037405587356,16.0,69.53616402116401,2,11,1
050329,CORONA REGIONAL MEDICAL CENTER,CA,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,11.2,10.9,17.0,58.0,70.0,71.0,49.0,81.0,53.0,35.0,48.0,13.7,19.4,18.1,58.12,Average,Low,48.0,221.0,217.0,2.0,89.0,217.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,240.0,Large (150-300),5.484796933490655,0,0,5.384495062789089,9.0,69.53616402116401,2,6,1
050334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4.0,3.5,10.9,10.4,11.9,78.0,81.0,79.0,64.0,87.0,73.0,45.0,74.0,14.3,21.2,17.0,72.62,High Performer,Medium,84.0,183.0,182.0,1.0,83.0,182.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,41500,263.0,Large (150-300),5.575949103146316,0,0,5.209486152841421,16.0,69.53616402116401,2,10,1
050335,ADVENTIST HEALTH SONORA,CA,Acute Care Hospitals,Voluntary non-profit - Church,No,3.0,3.5,10.4,11.9,15.0,70.0,78.0,74.0,59.0,89.0,65.0,44.0,65.0,13.6,19.2,15.6,68.0,Average,Medium,82.0,186.0,175.0,2.0,86.0,175.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,99905,143.0,Medium (50-150),4.969813299576001,0,0,5.170483995038151,9.0,69.53616402116401,2,9,0
050336,ADVENTIST HEALTH LODI MEMORIAL,CA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,12.8,12.3,15.1,78.0,78.0,74.0,54.0,87.0,69.0,54.0,68.0,13.2,21.6,17.0,70.25,Average,Medium,89.0,196.0,193.0,1.0,82.0,193.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,44700,190.0,Large (150-300),5.25227342804663,0,0,5.267858159063328,9.0,69.53616402116401,2,10,1
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,12.1,10.0,16.0,76.0,74.0,74.0,56.0,81.0,60.0,43.0,61.0,13.6,20.2,15.0,65.62,Average,Medium,66.0,193.0,190.0,1.0,31.0,190.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,20940,99.0,Medium (50-150),4.605170185988092,0,0,5.25227342804663,9.0,69.53616402116401,2,2,1
050348,UCI HEALTH-ORANGE,CA,Acute Care Hospitals,Government - Local,Yes,4.0,2.6,13.1,11.5,13.2,62.0,71.0,78.0,56.0,87.0,65.0,43.0,69.0,14.1,19.5,16.3,66.38,High Performer,Medium,74.0,334.0,323.0,2.0,,323.0,1,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,11244,415.0,Very Large (300-500),6.030685260261263,1,0,5.780743515792329,16.0,69.53616402116401,2,3,1
050350,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.2,11.9,11.3,12.0,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,14.2,20.3,16.3,72.88,Average,Medium,,,,,,,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,224.0,Large (150-300),5.41610040220442,0,0,,9.0,69.53616402116401,2,11,1
050351,TORRANCE MEMORIAL MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5.0,1.6,11.6,9.3,13.1,75.0,78.0,78.0,60.0,86.0,78.0,53.0,81.0,14.2,20.3,17.3,73.62,High Performer,Medium,98.0,178.0,177.0,1.0,67.0,177.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,380.0,Very Large (300-500),5.942799375126701,1,0,5.181783550292085,25.0,69.53616402116401,2,10,1
050352,BARTON MEMORIAL HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.2,14.2,75.0,81.0,83.0,68.0,90.0,77.0,60.0,75.0,13.6,20.1,14.6,76.12,Average,High,67.0,137.0,134.0,1.0,,134.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40900,64.0,Medium (50-150),4.174387269895637,0,0,4.90527477843843,9.0,69.53616402116401,2,11,1
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,Acute Care Hospitals,Voluntary non-profit - Church,No,5.0,2.9,10.4,10.0,14.2,71.0,77.0,74.0,60.0,85.0,67.0,46.0,69.0,14.0,19.7,16.0,68.62,High Performer,Medium,61.0,306.0,300.0,2.0,86.0,300.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,366.0,Very Large (300-500),5.905361848054571,1,0,5.707110264748875,25.0,69.53616402116401,2,9,0
050357,GOLETA VALLEY COTTAGE HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5.0,2.9,12.1,10.4,14.9,87.0,86.0,81.0,68.0,90.0,85.0,63.0,88.0,13.6,19.5,15.1,81.0,High Performer,High,76.0,149.0,149.0,2.0,,149.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,42200,122.0,Medium (50-150),4.812184355372417,0,0,5.0106352940962555,25.0,69.53616402116401,2,10,1
050360,MARINHEALTH MEDICAL CENTER,CA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,5.0,4.0,9.8,8.3,11.6,68.0,73.0,74.0,55.0,85.0,73.0,48.0,76.0,12.5,18.7,14.9,69.0,High Performer,Medium,88.0,180.0,177.0,1.0,92.0,177.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,42034,325.0,Very Large (300-500),5.786897381366708,1,0,5.181783550292085,25.0,69.53616402116401,2,2,1
050367,NORTHBAY MEDICAL CENTER,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.2,12.7,9.7,15.5,69.0,72.0,74.0,53.0,86.0,65.0,44.0,67.0,13.2,21.0,15.9,66.25,Low Performer,Medium,67.0,188.0,183.0,2.0,89.0,183.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,46700,123.0,Medium (50-150),4.820281565605037,0,0,5.214935757608986,4.0,69.53616402116401,2,11,1
050373,LOS ANGELES GENERAL MEDICAL CENTER,CA,Acute Care Hospitals,Government - Local,Yes,2.0,3.5,11.4,10.9,15.3,69.0,72.0,74.0,56.0,85.0,67.0,50.0,70.0,14.2,20.1,16.3,67.88,Low Performer,Medium,61.0,337.0,325.0,2.0,,325.0,1,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,676.0,Major (500+),6.517671272912275,1,0,5.786897381366708,4.0,69.53616402116401,2,3,1
050376,LAC/HARBOR-UCLA MED CENTER,CA,Acute Care Hospitals,Government - Local,Yes,1.0,3.3,12.8,10.2,15.2,54.0,69.0,75.0,54.0,83.0,62.0,32.0,64.0,13.3,20.1,16.4,61.62,Low Performer,Medium,61.0,332.0,299.0,3.0,,299.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,553.0,Major (500+),6.317164686747284,1,0,5.703782474656201,1.0,69.53616402116401,2,3,1
050378,PACIFICA HOSPITAL OF THE VALLEY,CA,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,60.0,231.0,216.0,5.0,,216.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,242.0,Large (150-300),5.493061443340548,0,0,5.37989735354046,9.0,69.53616402116401,2,6,1
050380,GOOD SAMARITAN HOSPITAL,CA,Acute Care Hospitals,Proprietary,Yes,2.0,3.5,12.2,11.8,17.4,69.0,76.0,72.0,55.0,84.0,62.0,38.0,66.0,16.6,20.9,16.0,65.25,Low Performer,Medium,51.0,137.0,135.0,0.0,,135.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,41940,474.0,Very Large (300-500),6.163314804034641,1,0,4.912654885736052,4.0,69.53616402116401,2,6,1
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,CA,Acute Care Hospitals,Proprietary,Yes,1.0,3.5,15.0,11.4,20.4,63.0,71.0,71.0,54.0,80.0,61.0,38.0,60.0,15.1,19.1,17.8,62.25,Low Performer,Medium,65.0,196.0,186.0,1.0,38.0,186.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,193.0,Large (150-300),5.267858159063328,0,0,5.231108616854587,1.0,69.53616402116401,2,6,1
050390,HEMET GLOBAL MEDICAL CENTER,CA,Acute Care Hospitals,Proprietary,Yes,1.0,3.5,12.1,10.7,16.9,52.0,65.0,65.0,48.0,80.0,43.0,34.0,38.0,13.6,19.1,17.2,53.12,Low Performer,Low,23.0,221.0,217.0,2.0,,217.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,40140,433.0,Very Large (300-500),6.073044534100405,1,0,5.384495062789089,1.0,69.53616402116401,2,6,1
050393,PIH HEALTH DOWNEY HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,10.8,11.1,11.8,77.0,75.0,75.0,56.0,83.0,69.0,44.0,69.0,13.5,19.4,17.5,68.5,High Performer,Medium,72.0,241.0,240.0,5.0,,240.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,31084,199.0,Large (150-300),5.298317366548036,0,0,5.484796933490655,16.0,69.53616402116401,2,11,1
050394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.6,11.9,14.1,20.0,78.0,79.0,79.0,63.0,86.0,78.0,59.0,80.0,13.5,19.5,15.8,75.25,High Performer,High,82.0,193.0,192.0,0.0,47.0,192.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,37100,242.0,Large (150-300),5.493061443340548,0,0,5.262690188904886,16.0,69.53616402116401,2,11,1
050396,SANTA BARBARA COTTAGE HOSPITAL,CA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.9,11.4,12.2,12.6,80.0,79.0,80.0,62.0,86.0,82.0,58.0,85.0,13.9,18.8,16.5,76.5,High Performer,High,76.0,181.0,179.0,2.0,,179.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,01,42200,450.0,Very Large (300-500),6.111467339502679,1,0,5.19295685089021,16.0,69.53616402116401,2,11,1
05039F,NH Twentynine Palms,CA,Acute Care - Department of Defense,Department of Defense,Yes,3.0,3.5,12.1,11.5,16.2,70.0,86.0,90.0,37.0,98.0,56.0,69.0,62.0,13.6,19.6,15.9,71.0,Average,Medium,,,108.0,1.0,,108.0,0,85301,11.8,5.2,6.8,36.8,11.353953179863753,8.5301,0.248,95,5,1.8,,40140,20.0,Small (<50),3.044522437723423,0,0,4.6913478822291435,9.0,69.53616402116401,0,0,1
