facility_id,facility_name,state,hospital_type,performance_tier,predicted_satisfaction_v3,actual_satisfaction,residual,overperforming,median_income,poverty_rate,deprivation_index,bed_count,pct_metro
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Acute Care Hospitals,Average,68.22,68.25,0.03,1,60841,10.6,-0.779,330.0,37
130025,MADISON MEMORIAL HOSPITAL,ID,Acute Care Hospitals,Average,73.07,68.12,-4.95,0,60841,10.6,-0.779,81.0,37
130028,PORTNEUF MEDICAL CENTER,ID,Acute Care Hospitals,High Performer,68.57,66.5,-2.07,0,60841,10.6,-0.779,187.0,37
13003F,BOISE VA MEDICAL CENTER,ID,Acute Care - Veterans Administration,High Performer,79.33,84.5,5.17,1,60841,10.6,-0.779,188.0,37
130049,KOOTENAI HEALTH,ID,Acute Care Hospitals,High Performer,71.16,69.75,-1.41,0,60841,10.6,-0.779,321.0,37
130063,TREASURE VALLEY HOSPITAL,ID,Acute Care Hospitals,Average,80.21,86.25,6.04,1,60841,10.6,-0.779,20.0,37
130065,MOUNTAIN VIEW HOSPITAL,ID,Acute Care Hospitals,Average,76.15,73.62,-2.53,0,60841,10.6,-0.779,43.0,37
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Acute Care Hospitals,Average,77.65,77.88,0.23,1,60841,10.6,-0.779,34.0,37
130071,ST LUKE'S NAMPA MEDICAL CENTER,ID,Acute Care Hospitals,High Performer,76.69,76.5,-0.19,0,60841,10.6,-0.779,87.0,37
130073,GROVE CREEK MEDICAL CENTER,ID,Acute Care Hospitals,Average,79.76,80.38,0.62,1,60841,10.6,-0.779,8.0,37
130074,"IDAHO FALLS COMMUNITY HOSPITAL, LLC",ID,Acute Care Hospitals,High Performer,74.99,75.75,0.76,1,60841,10.6,-0.779,88.0,37
130779,CASCADE MEDICAL CENTER,ID,Rural Emergency Hospital,Average,71.17,72.88,1.71,1,60841,10.6,-0.779,10.0,37
131301,BOUNDARY COMMUNITY HOSPITAL,ID,Critical Access Hospitals,Average,73.79,72.88,-0.91,0,60841,10.6,-0.779,14.0,37
131302,NORTH CANYON MEDICAL CENTER,ID,Critical Access Hospitals,Average,79.24,86.75,7.51,1,60841,10.6,-0.779,18.0,37
131303,NELL J REDFIELD MEMORIAL HOSPITAL,ID,Critical Access Hospitals,Average,74.12,72.88,-1.24,0,60841,10.6,-0.779,11.0,37
131304,POWER COUNTY HOSPITAL DISTRICT,ID,Critical Access Hospitals,Average,75.21,72.88,-2.33,0,60841,10.6,-0.779,10.0,37
131305,STEELE MEMORIAL MEDICAL CENTER,ID,Critical Access Hospitals,Average,80.16,81.38,1.22,1,60841,10.6,-0.779,18.0,37
131307,WEISER MEMORIAL HOSPITAL,ID,Critical Access Hospitals,Average,77.51,81.0,3.49,1,60841,10.6,-0.779,25.0,37
131309,CARIBOU MEDICAL CENTER,ID,Critical Access Hospitals,Average,75.44,73.38,-2.06,0,60841,10.6,-0.779,25.0,37
131310,ST LUKE'S JEROME,ID,Critical Access Hospitals,Average,74.66,69.75,-4.91,0,60841,10.6,-0.779,25.0,37
131311,ST LUKE'S ELMORE MEDICAL CENTER,ID,Critical Access Hospitals,High Performer,80.19,80.38,0.19,1,60841,10.6,-0.779,25.0,37
131312,ST LUKE'S MCCALL,ID,Critical Access Hospitals,Average,76.69,81.25,4.56,1,60841,10.6,-0.779,15.0,37
131313,TETON VALLEY HOSPITAL,ID,Critical Access Hospitals,Average,75.81,72.88,-2.93,0,60841,10.6,-0.779,13.0,37
131314,SHOSHONE MEDICAL CENTER,ID,Critical Access Hospitals,Average,75.94,78.62,2.68,1,60841,10.6,-0.779,25.0,37
131315,SYRINGA GENERAL HOSPITAL,ID,Critical Access Hospitals,Average,75.91,75.0,-0.91,0,60841,10.6,-0.779,16.0,37
131316,BEAR LAKE MEMORIAL HOSPITAL,ID,Critical Access Hospitals,Average,78.48,79.5,1.02,1,60841,10.6,-0.779,21.0,37
131317,BENEWAH COMMUNITY HOSPITAL,ID,Critical Access Hospitals,Average,74.56,72.88,-1.68,0,60841,10.6,-0.779,19.0,37
131318,VALOR HEALTH,ID,Critical Access Hospitals,Average,74.14,72.88,-1.26,0,60841,10.6,-0.779,16.0,37
131319,MINIDOKA MEMORIAL HOSPITAL,ID,Critical Access Hospitals,Average,76.47,77.25,0.78,1,60841,10.6,-0.779,25.0,37
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,ID,Critical Access Hospitals,Low Performer,74.89,72.62,-2.27,0,60841,10.6,-0.779,23.0,37
131321,ST MARY'S HOSPITAL,ID,Critical Access Hospitals,Average,75.6,74.75,-0.85,0,60841,10.6,-0.779,25.0,37
131322,FRANKLIN COUNTY MEDICAL CENTER,ID,Critical Access Hospitals,Average,79.77,81.12,1.35,1,60841,10.6,-0.779,20.0,37
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,ID,Critical Access Hospitals,High Performer,76.9,80.62,3.72,1,60841,10.6,-0.779,25.0,37
131324,LOST RIVERS MEDICAL CENTER,ID,Critical Access Hospitals,Average,72.91,72.88,-0.03,0,60841,10.6,-0.779,14.0,37
131325,BINGHAM MEMORIAL HOSPITAL,ID,Critical Access Hospitals,Average,74.39,71.5,-2.89,0,60841,10.6,-0.779,25.0,37
131326,CASSIA REGIONAL HOSPITAL,ID,Critical Access Hospitals,Average,76.38,75.75,-0.63,0,60841,10.6,-0.779,25.0,37
131327,GRITMAN MEDICAL CENTER,ID,Critical Access Hospitals,Average,76.85,78.5,1.65,1,60841,10.6,-0.779,25.0,37
131328,BONNER GENERAL HOSPITAL,ID,Critical Access Hospitals,Low Performer,76.38,77.25,0.87,1,60841,10.6,-0.779,48.0,37
134002,INTERMOUNTAIN HOSPITAL,ID,Psychiatric,Average,73.09,72.88,-0.21,0,60841,10.6,-0.779,155.0,37
134009,LIFEWAYS HOSPITAL,ID,Psychiatric,Average,74.1,72.88,-1.22,0,60841,10.6,-0.779,16.0,37
134010,STATE HOSPITAL SOUTH,ID,Psychiatric,Average,73.19,72.88,-0.31,0,60841,10.6,-0.779,120.0,37
134017,COTTONWOOD CREEK BEHAVIORAL HOSPITAL,ID,Psychiatric,Average,73.37,72.88,-0.49,0,60841,10.6,-0.779,92.0,37
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Acute Care Hospitals,Average,71.37,68.12,-3.25,0,70592,11.4,0.058,144.0,83
140002,ALTON MEMORIAL HOSPITAL,IL,Acute Care Hospitals,High Performer,72.57,73.75,1.18,1,70592,11.4,0.058,222.0,83
140007,SAINT JOSEPH MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,61.08,59.38,-1.7,0,70592,11.4,0.058,443.0,83
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Average,68.06,68.75,0.69,1,70592,11.4,0.058,274.0,83
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Acute Care Hospitals,High Performer,71.17,70.75,-0.42,0,70592,11.4,0.058,466.0,83
140011,HERRIN HOSPITAL,IL,Acute Care Hospitals,Low Performer,69.14,70.75,1.61,1,70592,11.4,0.058,104.0,83
140012,OSF SAINT KATHARINE MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,68.51,69.12,0.61,1,70592,11.4,0.058,80.0,83
140013,CARLE HEALTH PROCTOR HOSPITAL,IL,Acute Care Hospitals,Average,68.82,62.75,-6.07,0,70592,11.4,0.058,305.0,83
140015,BLESSING HOSPITAL,IL,Acute Care Hospitals,High Performer,70.27,71.5,1.23,1,70592,11.4,0.058,312.0,83
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,60.37,58.62,-1.75,0,70592,11.4,0.058,431.0,83
140029,COPLEY MEMORIAL HOSPITAL,IL,Acute Care Hospitals,High Performer,70.56,69.12,-1.44,0,70592,11.4,0.058,210.0,83
140030,ADVOCATE SHERMAN HOSPITAL,IL,Acute Care Hospitals,High Performer,71.21,74.12,2.91,1,70592,11.4,0.058,255.0,83
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Average,72.36,74.5,2.14,1,70592,11.4,0.058,146.0,83
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Acute Care Hospitals,Average,71.17,72.0,0.83,1,70592,11.4,0.058,125.0,83
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,IL,Acute Care - Veterans Administration,High Performer,71.49,71.88,0.39,1,70592,11.4,0.058,505.0,83
140043,CGH MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,71.68,71.75,0.07,1,70592,11.4,0.058,98.0,83
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,IL,Acute Care Hospitals,High Performer,70.63,70.5,-0.13,0,70592,11.4,0.058,175.0,83
140048,ADVOCATE TRINITY HOSPITAL,IL,Acute Care Hospitals,Low Performer,65.33,66.38,1.05,1,70592,11.4,0.058,263.0,83
140049,WEST SUBURBAN MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,61.31,60.75,-0.56,0,70592,11.4,0.058,287.0,83
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,IL,Acute Care - Veterans Administration,Average,77.83,82.5,4.67,1,70592,11.4,0.058,1573.0,83
140052,OSF SAINT ANTHONY'S HEALTH CENTER,IL,Acute Care Hospitals,High Performer,70.34,73.38,3.04,1,70592,11.4,0.058,296.0,83
140053,ST JOHNS HOSPITAL,IL,Acute Care Hospitals,Low Performer,64.16,65.0,0.84,1,70592,11.4,0.058,731.0,83
140054,MACNEAL  HOSPITAL,IL,Acute Care Hospitals,Average,68.4,64.62,-3.78,0,70592,11.4,0.058,427.0,83
140059,JERSEY COMMUNITY HOSPITAL,IL,Acute Care Hospitals,Average,74.76,79.88,5.12,1,70592,11.4,0.058,67.0,83
140062,PALOS COMMUNITY HOSPITAL,IL,Acute Care Hospitals,High Performer,70.32,68.12,-2.2,0,70592,11.4,0.058,436.0,83
140063,RUSH OAK PARK HOSPITAL,IL,Acute Care Hospitals,High Performer,68.06,65.62,-2.44,0,70592,11.4,0.058,296.0,83
140064,ST MARY MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,66.26,66.38,0.12,1,70592,11.4,0.058,166.0,83
140065,UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE,IL,Acute Care Hospitals,High Performer,73.04,75.5,2.46,1,70592,11.4,0.058,223.0,83
140067,SAINT FRANCIS MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,64.53,64.62,0.09,1,70592,11.4,0.058,730.0,83
140068,ROSELAND COMMUNITY HOSPITAL,IL,Acute Care Hospitals,Low Performer,59.33,58.75,-0.58,0,70592,11.4,0.058,162.0,83
140077,TOUCHETTE REGIONAL HOSPITAL INC,IL,Acute Care Hospitals,Average,73.28,72.88,-0.4,0,70592,11.4,0.058,109.0,83
14007F,HINES VA MEDICAL CENTER,IL,Acute Care - Veterans Administration,Average,74.24,73.75,-0.49,0,70592,11.4,0.058,1850.0,83
140080,SAINT FRANCIS HOSPITAL-EVANSTON,IL,Acute Care Hospitals,Low Performer,65.21,65.5,0.29,1,70592,11.4,0.058,427.0,83
140082,LOUIS A WEISS MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Low Performer,69.62,72.88,3.26,1,70592,11.4,0.058,236.0,83
140083,LORETTO HOSPITAL,IL,Acute Care Hospitals,Average,70.8,72.88,2.08,1,70592,11.4,0.058,176.0,83
140084,VISTA MEDICAL CENTER EAST,IL,Acute Care Hospitals,Low Performer,62.99,54.0,-8.99,0,70592,11.4,0.058,388.0,83
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,IL,Acute Care Hospitals,High Performer,69.74,71.12,1.38,1,70592,11.4,0.058,782.0,83
140089,MC DONOUGH DISTRICT HOSPITAL,IL,Acute Care Hospitals,Average,71.12,69.38,-1.74,0,70592,11.4,0.058,144.0,83
14008F,MARION IL VA MEDICAL CENTER,IL,Acute Care - Veterans Administration,Average,78.59,78.38,-0.21,0,70592,11.4,0.058,176.0,83
140091,CARLE FOUNDATION HOSPITAL,IL,Acute Care Hospitals,Low Performer,67.79,68.5,0.71,1,70592,11.4,0.058,316.0,83
140093,OSF SACRED HEART MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,66.0,65.0,-1.0,0,70592,11.4,0.058,210.0,83
140095,SAINT ANTHONY HOSPITAL,IL,Acute Care Hospitals,Low Performer,66.43,68.62,2.19,1,70592,11.4,0.058,176.0,83
140100,"MIDWESTERN REGION MED CENTER, INC",IL,Acute Care Hospitals,High Performer,75.82,84.38,8.56,1,70592,11.4,0.058,95.0,83
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,IL,Acute Care Hospitals,High Performer,73.22,73.88,0.66,1,70592,11.4,0.058,89.0,83
140103,ST BERNARD HOSPITAL,IL,Acute Care Hospitals,Low Performer,63.9,65.62,1.72,1,70592,11.4,0.058,210.0,83
140110,OSF SAINT ELIZABETH MDL CTR,IL,Acute Care Hospitals,Average,75.05,67.25,-7.8,0,70592,11.4,0.058,50.0,83
140113,OSF HEART OF MARY MEDICAL CENTER,IL,Acute Care Hospitals,Average,71.25,72.25,1.0,1,70592,11.4,0.058,268.0,83
140114,SWEDISH HOSPITAL,IL,Acute Care Hospitals,Average,66.87,65.12,-1.75,0,70592,11.4,0.058,284.0,83
140115,THOREK MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Average,72.67,75.38,2.71,1,70592,11.4,0.058,218.0,83
140116,NORTHWESTERN MEDICINE MCHENRY,IL,Acute Care Hospitals,High Performer,73.89,74.88,0.99,1,70592,11.4,0.058,177.0,83
140117,AMITA HEALTH RESURRECTION MEDICAL CENTER,IL,Acute Care Hospitals,Average,67.17,65.12,-2.05,0,70592,11.4,0.058,443.0,83
140119,RUSH UNIVERSITY MEDICAL CENTER,IL,Acute Care Hospitals,High Performer,74.29,74.25,-0.04,0,70592,11.4,0.058,727.0,83
140120,CARLE HEALTH PEKIN HOSPITAL,IL,Acute Care Hospitals,Average,70.62,66.12,-4.5,0,70592,11.4,0.058,132.0,83
140122,UCHICAGO MEDICINE ADVENTHEALTH HINSDALE,IL,Acute Care Hospitals,High Performer,73.37,73.62,0.25,1,70592,11.4,0.058,261.0,83
140124,JOHN H STROGER JR HOSPITAL,IL,Acute Care Hospitals,Low Performer,65.42,65.62,0.2,1,70592,11.4,0.058,918.0,83
140125,GATEWAY REGIONAL MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,62.2,57.25,-4.95,0,70592,11.4,0.058,406.0,83
140127,CARLE BROMENN MEDICAL CENTER,IL,Acute Care Hospitals,Average,71.96,74.88,2.92,1,70592,11.4,0.058,176.0,83
140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,Acute Care Hospitals,High Performer,73.89,74.12,0.23,1,70592,11.4,0.058,222.0,83
140133,HOLY CROSS HOSPITAL,IL,Acute Care Hospitals,Low Performer,62.75,58.25,-4.5,0,70592,11.4,0.058,311.0,83
140135,DECATUR MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Average,66.96,64.25,-2.71,0,70592,11.4,0.058,372.0,83
140137,HSHS HOLY FAMILY HOSPITAL INC,IL,Acute Care Hospitals,Average,77.8,78.38,0.58,1,70592,11.4,0.058,60.0,83
140145,ST JOSEPHS HOSPITAL,IL,Acute Care Hospitals,High Performer,75.21,75.88,0.67,1,70592,11.4,0.058,96.0,83
140148,MEMORIAL MEDICAL CENTER,IL,Acute Care Hospitals,Average,69.01,67.5,-1.51,0,70592,11.4,0.058,562.0,83
140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,IL,Acute Care Hospitals,High Performer,69.47,67.5,-1.97,0,70592,11.4,0.058,507.0,83
140155,PRESENCE ST MARYS HOSPITAL,IL,Acute Care Hospitals,High Performer,70.24,67.88,-2.36,0,70592,11.4,0.058,182.0,83
140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,IL,Acute Care Hospitals,Low Performer,61.63,61.75,0.12,1,70592,11.4,0.058,494.0,83
140160,FHN MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Average,69.52,72.0,2.48,1,70592,11.4,0.058,203.0,83
140161,SAINT JAMES HOSPITAL,IL,Acute Care Hospitals,High Performer,73.56,70.75,-2.81,0,70592,11.4,0.058,81.0,83
140162,ST JOSEPH MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,67.0,67.75,0.75,1,70592,11.4,0.058,180.0,83
140164,MEMORIAL HOSPITAL OF CARBONDALE,IL,Acute Care Hospitals,Low Performer,65.46,68.5,3.04,1,70592,11.4,0.058,140.0,83
140166,ST MARYS HOSPITAL,IL,Acute Care Hospitals,Low Performer,62.5,66.5,4.0,1,70592,11.4,0.058,355.0,83
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,IL,Acute Care Hospitals,Average,68.44,65.25,-3.19,0,70592,11.4,0.058,300.0,83
140174,PRESENCE MERCY MEDICAL CENTER,IL,Acute Care Hospitals,Average,68.35,64.75,-3.6,0,70592,11.4,0.058,315.0,83
140177,JACKSON PARK HOSPITAL,IL,Acute Care Hospitals,Low Performer,58.24,50.25,-7.99,0,70592,11.4,0.058,336.0,83
140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,67.02,71.38,4.36,1,70592,11.4,0.058,298.0,83
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,IL,Acute Care Hospitals,Average,67.71,67.62,-0.09,0,70592,11.4,0.058,493.0,83
140181,SOUTH SHORE HOSPITAL,IL,Acute Care Hospitals,Average,66.68,55.12,-11.56,0,70592,11.4,0.058,137.0,83
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,IL,Acute Care Hospitals,Average,68.44,70.0,1.56,1,70592,11.4,0.058,997.0,83
140184,HEARTLAND REGIONAL MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,70.37,71.5,1.13,1,70592,11.4,0.058,92.0,83
140185,MEMORIAL HOSPITAL,IL,Acute Care Hospitals,High Performer,73.46,73.88,0.42,1,70592,11.4,0.058,341.0,83
140186,RIVERSIDE MEDICAL CENTER,IL,Acute Care Hospitals,High Performer,71.78,70.88,-0.9,0,70592,11.4,0.058,341.0,83
140187,HSHS ST ELIZABETH'S HOSPITAL,IL,Acute Care Hospitals,High Performer,72.77,74.88,2.11,1,70592,11.4,0.058,260.0,83
140189,SARAH BUSH LINCOLN HEALTH CENTER,IL,Acute Care Hospitals,Average,71.39,74.0,2.61,1,70592,11.4,0.058,203.0,83
140191,INGALLS MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Low Performer,62.77,61.12,-1.65,0,70592,11.4,0.058,582.0,83
140197,METHODIST HOSPITAL OF CHICAGO,IL,Acute Care Hospitals,Average,70.62,72.88,2.26,1,70592,11.4,0.058,245.0,83
140200,ELMHURST MEMORIAL HOSPITAL,IL,Acute Care Hospitals,Average,70.3,73.38,3.08,1,70592,11.4,0.058,247.0,83
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,Acute Care Hospitals,High Performer,70.09,70.5,0.41,1,70592,11.4,0.058,284.0,83
140206,HUMBOLDT PARK HEALTH,IL,Acute Care Hospitals,Low Performer,61.74,59.75,-1.99,0,70592,11.4,0.058,270.0,83
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,Acute Care Hospitals,Average,66.5,65.38,-1.12,0,70592,11.4,0.058,695.0,83
140209,CARLE HEALTH METHODIST HOSPITAL,IL,Acute Care Hospitals,Low Performer,65.11,63.62,-1.49,0,70592,11.4,0.058,485.0,83
140210,HARRISBURG MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,69.97,69.88,-0.09,0,70592,11.4,0.058,78.0,83
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,Acute Care Hospitals,High Performer,75.16,76.62,1.46,1,70592,11.4,0.058,118.0,83
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,Acute Care Hospitals,High Performer,72.54,72.0,-0.54,0,70592,11.4,0.058,304.0,83
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,Acute Care Hospitals,High Performer,68.91,66.75,-2.16,0,70592,11.4,0.058,277.0,83
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,Acute Care Hospitals,High Performer,70.21,69.62,-0.59,0,70592,11.4,0.058,638.0,83
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Acute Care Hospitals,High Performer,68.98,69.38,0.4,1,70592,11.4,0.058,402.0,83
140228,UW HEALTH,IL,Acute Care Hospitals,Average,68.25,67.88,-0.37,0,70592,11.4,0.058,397.0,83
140231,EDWARD HOSPITAL,IL,Acute Care Hospitals,Average,70.12,70.25,0.13,1,70592,11.4,0.058,159.0,83
140233,SAINT ANTHONY MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,67.09,68.0,0.91,1,70592,11.4,0.058,254.0,83
140239,JAVON BEA HOSPITAL,IL,Acute Care Hospitals,Average,67.87,71.38,3.51,1,70592,11.4,0.058,431.0,83
140242,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,IL,Acute Care Hospitals,High Performer,73.19,75.25,2.06,1,70592,11.4,0.058,361.0,83
140251,COMMUNITY FIRST MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,63.68,72.88,9.2,1,70592,11.4,0.058,299.0,83
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,Acute Care Hospitals,High Performer,69.9,67.0,-2.9,0,70592,11.4,0.058,563.0,83
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,Acute Care Hospitals,Average,68.07,66.0,-2.07,0,70592,11.4,0.058,483.0,83
140275,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,IL,Acute Care Hospitals,Low Performer,66.3,66.12,-0.18,0,70592,11.4,0.058,149.0,83
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,Acute Care Hospitals,Low Performer,65.24,65.88,0.64,1,70592,11.4,0.058,507.0,83
140280,TRINITY ROCK ISLAND,IL,Acute Care Hospitals,Average,69.06,62.75,-6.31,0,70592,11.4,0.058,314.0,83
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,Acute Care Hospitals,High Performer,72.9,75.12,2.22,1,70592,11.4,0.058,894.0,83
140286,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,IL,Acute Care Hospitals,High Performer,72.81,69.88,-2.93,0,70592,11.4,0.058,98.0,83
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,Acute Care Hospitals,High Performer,70.43,71.75,1.32,1,70592,11.4,0.058,366.0,83
140289,ANDERSON HOSPITAL,IL,Acute Care Hospitals,Average,69.78,70.88,1.1,1,70592,11.4,0.058,151.0,83
140290,ST ALEXIUS MEDICAL CENTER,IL,Acute Care Hospitals,High Performer,69.02,63.12,-5.9,0,70592,11.4,0.058,342.0,83
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,Acute Care Hospitals,High Performer,73.0,74.38,1.38,1,70592,11.4,0.058,176.0,83
140292,UCHICAGO MEDICINE ADVENTHEALTH GLENOAKS,IL,Acute Care Hospitals,Average,68.76,66.38,-2.38,0,70592,11.4,0.058,186.0,83
140294,DEACONESS ILLINOIS CROSSROADS,IL,Acute Care Hospitals,Average,75.51,77.5,1.99,1,70592,11.4,0.058,56.0,83
140300,PROVIDENT HOSPITAL OF CHICAGO,IL,Acute Care Hospitals,Average,70.46,70.38,-0.08,0,70592,11.4,0.058,222.0,83
140304,UCHICAGO MEDICINE ADVENTHEALTH BOLINGBROOK,IL,Acute Care Hospitals,Average,70.21,70.5,0.29,1,70592,11.4,0.058,138.0,83
140308,MERCYHEALTH HOSPITAL & PHYSICIAN CLINIC-CRYSTAL LA,IL,Acute Care Hospitals,Average,79.37,79.38,0.01,1,70592,11.4,0.058,13.0,83
14034F,NORTH CHICAGO VA MEDICAL CENTER,IL,Acute Care - Veterans Administration,High Performer,72.95,72.5,-0.45,0,70592,11.4,0.058,100.0,83
141300,THOMAS H BOYD MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Average,74.93,72.88,-2.05,0,70592,11.4,0.058,25.0,83
141301,KIRBY MEDICAL CENTER,IL,Critical Access Hospitals,Average,80.19,86.5,6.31,1,70592,11.4,0.058,16.0,83
141302,MIDWEST MEDICAL CENTER,IL,Critical Access Hospitals,Average,78.46,88.75,10.29,1,70592,11.4,0.058,19.0,83
141303,WARNER HOSPITAL AND HEALTH SERVICES,IL,Critical Access Hospitals,Average,75.05,72.88,-2.17,0,70592,11.4,0.058,25.0,83
141304,"GENESIS MEDICAL CENTER, ALEDO",IL,Critical Access Hospitals,Average,74.69,72.88,-1.81,0,70592,11.4,0.058,22.0,83
141305,MEMORIAL HOSPITAL,IL,Critical Access Hospitals,High Performer,81.48,86.0,4.52,1,70592,11.4,0.058,48.0,83
141306,COMMUNITY HOSPITAL OF STAUNTON,IL,Critical Access Hospitals,Average,75.96,71.5,-4.46,0,70592,11.4,0.058,25.0,83
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Average,78.11,83.25,5.14,1,70592,11.4,0.058,17.0,83
141308,WASHINGTON COUNTY HOSPITAL,IL,Critical Access Hospitals,Average,75.52,76.5,0.98,1,70592,11.4,0.058,15.0,83
141309,CARLE EUREKA  HOSPITAL,IL,Critical Access Hospitals,Average,79.71,81.5,1.79,1,70592,11.4,0.058,18.0,83
141310,OSF SAINT PAUL MEDICAL CENTER,IL,Critical Access Hospitals,Average,77.22,79.88,2.66,1,70592,11.4,0.058,25.0,83
141311,FAIRFIELD MEMORIAL HOSPITAL 1,IL,Critical Access Hospitals,Average,76.01,74.12,-1.89,0,70592,11.4,0.058,15.0,83
141312,ROCHELLE COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Average,79.36,83.12,3.76,1,70592,11.4,0.058,25.0,83
141313,MASON DISTRICT HOSPITAL,IL,Critical Access Hospitals,Average,76.22,72.88,-3.34,0,70592,11.4,0.058,25.0,83
141315,ILLINI COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Average,79.13,82.0,2.87,1,70592,11.4,0.058,25.0,83
141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,IL,Critical Access Hospitals,Average,77.68,78.38,0.7,1,70592,11.4,0.058,23.0,83
141317,GIBSON COMMUNITY HOSPITAL,IL,Critical Access Hospitals,High Performer,78.55,75.62,-2.93,0,70592,11.4,0.058,25.0,83
141318,OSF HOLY FAMILY MEDICAL CENTER,IL,Critical Access Hospitals,High Performer,80.79,84.38,3.59,1,70592,11.4,0.058,23.0,83
141319,HAMMOND HENRY HOSPITAL,IL,Critical Access Hospitals,Average,77.78,82.0,4.22,1,70592,11.4,0.058,25.0,83
141320,PARIS COMMUNITY HOSPITAL,IL,Critical Access Hospitals,Average,80.96,81.62,0.66,1,70592,11.4,0.058,25.0,83
141321,FRANKLIN HOSPITAL,IL,Critical Access Hospitals,Average,78.18,72.88,-5.3,0,70592,11.4,0.058,16.0,83
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,IL,Critical Access Hospitals,High Performer,77.11,76.0,-1.11,0,70592,11.4,0.058,15.0,83
141323,MASSAC MEMORIAL HOSPITAL,IL,Critical Access Hospitals,Low Performer,80.87,85.75,4.88,1,70592,11.4,0.058,25.0,83
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,IL,Critical Access Hospitals,Low Performer,77.38,78.25,0.87,1,70592,11.4,0.058,25.0,83
